0, 0.968464, 0.963, -0.680001, 0.52, -0.681765, 0.513522
1, 0.968464, 0.974, -0.680001, 0.52, -0.68958, 0.522342
2, 0.968464, 0.979, -0.680001, 0.52, -0.695338, 0.525505
3, 0.968464, 0.971, -0.680001, 0.52, -0.696438, 0.516512
4, 0.982974, 0.971, -0.720001, 0.52, -0.700386, 0.514974
5, 0.982974, 0.975, -0.720001, 0.52, -0.705803, 0.517137
6, 0.982974, 0.979, -0.720001, 0.52, -0.711246, 0.51927
7, 0.982974, 0.98, -0.720001, 0.52, -0.715583, 0.518594
8, 0.982974, 0.98, -0.720001, 0.52, -0.71954, 0.516973
9, 0.982974, 0.981, -0.720001, 0.52, -0.723875, 0.516257
10, 0.982974, 0.985, -0.720001, 0.52, -0.729378, 0.518285
11, 0.982974, 0.992, -0.720001, 0.52, -0.736085, 0.52304
12, 0.998877, 0.993, -0.760001, 0.52, -0.740459, 0.522247
13, 0.998877, 0.993, -0.760001, 0.52, -0.744431, 0.520517
14, 0.998877, 0.996, -0.760001, 0.52, -0.749612, 0.521513
15, 0.998877, 0.998, -0.760001, 0.52, -0.7544, 0.521569
16, 0.998877, 1.001, -0.760001, 0.52, -0.759608, 0.52251
17, 0.998877, 1.006, -0.760001, 0.52, -0.765668, 0.525241
18, 0.998877, 1.007, -0.760001, 0.52, -0.770074, 0.524308
19, 0.998877, 1.005, -0.760001, 0.52, -0.773205, 0.520639
20, 0.998877, 0.998, -0.760001, 0.52, -0.774168, 0.512444
21, 0.998877, 0.998, -0.760001, 0.52, -0.778097, 0.510567
22, 1.01611, 1.009, -0.800001, 0.52, -0.786824, 0.518568
23, 1.01611, 1.015, -0.800001, 0.52, -0.793424, 0.522022
24, 1.01611, 1.008, -0.800001, 0.52, -0.794283, 0.513791
25, 1.01611, 1.015, -0.800001, 0.52, -0.801358, 0.518083
26, 1.01611, 1.015, -0.800001, 0.52, -0.805312, 0.516088
27, 1.01611, 1.021, -0.800001, 0.52, -0.811995, 0.519414
